"station_type","hour_rounded","hour","day","weekend","week","month","quarter","dayOfMonth","interactions"
"Dublin Periphery","2025-03-13 12:00:00.000","12","Thursday","Weekday","11","March","Q1: Jan - Mar","13","315"
"Dublin Periphery","2025-03-13 13:00:00.000","13","Thursday","Weekday","11","March","Q1: Jan - Mar","13","359"
"Dublin Periphery","2025-03-13 14:00:00.000","14","Thursday","Weekday","11","March","Q1: Jan - Mar","13","323"
"Dublin Periphery","2025-03-13 15:00:00.000","15","Thursday","Weekday","11","March","Q1: Jan - Mar","13","308"
"Dublin Periphery","2025-03-13 16:00:00.000","16","Thursday","Weekday","11","March","Q1: Jan - Mar","13","507"
"Dublin Periphery","2025-03-13 17:00:00.000","17","Thursday","Weekday","11","March","Q1: Jan - Mar","13","709"
"Dublin Periphery","2025-03-13 18:00:00.000","18","Thursday","Weekday","11","March","Q1: Jan - Mar","13","474"
"Dublin Periphery","2025-03-13 19:00:00.000","19","Thursday","Weekday","11","March","Q1: Jan - Mar","13","315"
"Dublin Periphery","2025-03-13 20:00:00.000","20","Thursday","Weekday","11","March","Q1: Jan - Mar","13","238"
"Dublin Periphery","2025-03-13 21:00:00.000","21","Thursday","Weekday","11","March","Q1: Jan - Mar","13","188"
"Dublin Periphery","2025-03-13 22:00:00.000","22","Thursday","Weekday","11","March","Q1: Jan - Mar","13","158"
"Dublin Periphery","2025-03-13 23:00:00.000","23","Thursday","Weekday","11","March","Q1: Jan - Mar","13","124"
"Dublin Periphery","2025-03-14 00:00:00.000","0","Friday","Weekday","11","March","Q1: Jan - Mar","14","37"
"Dublin Periphery","2025-03-14 01:00:00.000","1","Friday","Weekday","11","March","Q1: Jan - Mar","14","1"
"Dublin Periphery","2025-03-14 02:00:00.000","2","Friday","Weekday","11","March","Q1: Jan - Mar","14","1"
"Dublin Periphery","2025-03-14 03:00:00.000","3","Friday","Weekday","11","March","Q1: Jan - Mar","14","0"
"Dublin Periphery","2025-03-14 04:00:00.000","4","Friday","Weekday","11","March","Q1: Jan - Mar","14","0"
"Dublin Periphery","2025-03-14 05:00:00.000","5","Friday","Weekday","11","March","Q1: Jan - Mar","14","54"
"Dublin Periphery","2025-03-14 06:00:00.000","6","Friday","Weekday","11","March","Q1: Jan - Mar","14","252"
"Dublin Periphery","2025-03-14 07:00:00.000","7","Friday","Weekday","11","March","Q1: Jan - Mar","14","374"
"Dublin Periphery","2025-03-14 08:00:00.000","8","Friday","Weekday","11","March","Q1: Jan - Mar","14","557"
"Dublin Periphery","2025-03-14 09:00:00.000","9","Friday","Weekday","11","March","Q1: Jan - Mar","14","364"
"Dublin Periphery","2025-03-14 10:00:00.000","10","Friday","Weekday","11","March","Q1: Jan - Mar","14","244"
"Dublin Periphery","2025-03-14 11:00:00.000","11","Friday","Weekday","11","March","Q1: Jan - Mar","14","230"
"Dublin Periphery","2025-03-14 12:00:00.000","12","Friday","Weekday","11","March","Q1: Jan - Mar","14","378"
"Dublin Periphery","2025-03-14 13:00:00.000","13","Friday","Weekday","11","March","Q1: Jan - Mar","14","348"
"Dublin Periphery","2025-03-14 14:00:00.000","14","Friday","Weekday","11","March","Q1: Jan - Mar","14","276"
"Dublin Periphery","2025-03-14 15:00:00.000","15","Friday","Weekday","11","March","Q1: Jan - Mar","14","350"
"Dublin Periphery","2025-03-14 16:00:00.000","16","Friday","Weekday","11","March","Q1: Jan - Mar","14","422"
"Dublin Periphery","2025-03-14 17:00:00.000","17","Friday","Weekday","11","March","Q1: Jan - Mar","14","512"
"Dublin Periphery","2025-03-14 18:00:00.000","18","Friday","Weekday","11","March","Q1: Jan - Mar","14","380"
"Dublin Periphery","2025-03-14 19:00:00.000","19","Friday","Weekday","11","March","Q1: Jan - Mar","14","294"
"Dublin Periphery","2025-03-14 20:00:00.000","20","Friday","Weekday","11","March","Q1: Jan - Mar","14","191"
"Dublin Periphery","2025-03-14 21:00:00.000","21","Friday","Weekday","11","March","Q1: Jan - Mar","14","165"
"Dublin Periphery","2025-03-14 22:00:00.000","22","Friday","Weekday","11","March","Q1: Jan - Mar","14","155"
"Dublin Periphery","2025-03-14 23:00:00.000","23","Friday","Weekday","11","March","Q1: Jan - Mar","14","111"
"Dublin Periphery","2025-03-15 00:00:00.000","0","Saturday","Weekend","11","March","Q1: Jan - Mar","15","59"
"Dublin Periphery","2025-03-15 01:00:00.000","1","Saturday","Weekend","11","March","Q1: Jan - Mar","15","2"
"Dublin Periphery","2025-03-15 02:00:00.000","2","Saturday","Weekend","11","March","Q1: Jan - Mar","15","1"
"Dublin Periphery","2025-03-15 03:00:00.000","3","Saturday","Weekend","11","March","Q1: Jan - Mar","15","4"
"Dublin Periphery","2025-03-15 04:00:00.000","4","Saturday","Weekend","11","March","Q1: Jan - Mar","15","0"
"Dublin Periphery","2025-03-15 05:00:00.000","5","Saturday","Weekend","11","March","Q1: Jan - Mar","15","40"
"Dublin Periphery","2025-03-15 06:00:00.000","6","Saturday","Weekend","11","March","Q1: Jan - Mar","15","79"
"Dublin Periphery","2025-03-15 07:00:00.000","7","Saturday","Weekend","11","March","Q1: Jan - Mar","15","113"
"Dublin Periphery","2025-03-15 08:00:00.000","8","Saturday","Weekend","11","March","Q1: Jan - Mar","15","145"
"Dublin Periphery","2025-03-15 09:00:00.000","9","Saturday","Weekend","11","March","Q1: Jan - Mar","15","198"
"Dublin Periphery","2025-03-15 10:00:00.000","10","Saturday","Weekend","11","March","Q1: Jan - Mar","15","263"
"Dublin Periphery","2025-03-15 11:00:00.000","11","Saturday","Weekend","11","March","Q1: Jan - Mar","15","338"
"Dublin Periphery","2025-03-15 12:00:00.000","12","Saturday","Weekend","11","March","Q1: Jan - Mar","15","312"
"Dublin Periphery","2025-03-15 13:00:00.000","13","Saturday","Weekend","11","March","Q1: Jan - Mar","15","275"
"Dublin Periphery","2025-03-15 14:00:00.000","14","Saturday","Weekend","11","March","Q1: Jan - Mar","15","289"
"Dublin Periphery","2025-03-15 15:00:00.000","15","Saturday","Weekend","11","March","Q1: Jan - Mar","15","267"
"Dublin Periphery","2025-03-15 16:00:00.000","16","Saturday","Weekend","11","March","Q1: Jan - Mar","15","245"
"Dublin Periphery","2025-03-15 17:00:00.000","17","Saturday","Weekend","11","March","Q1: Jan - Mar","15","297"
"Dublin Periphery","2025-03-15 18:00:00.000","18","Saturday","Weekend","11","March","Q1: Jan - Mar","15","263"
"Dublin Periphery","2025-03-15 19:00:00.000","19","Saturday","Weekend","11","March","Q1: Jan - Mar","15","229"
"Dublin Periphery","2025-03-15 20:00:00.000","20","Saturday","Weekend","11","March","Q1: Jan - Mar","15","149"
"Dublin Periphery","2025-03-15 21:00:00.000","21","Saturday","Weekend","11","March","Q1: Jan - Mar","15","155"
"Dublin Periphery","2025-03-15 22:00:00.000","22","Saturday","Weekend","11","March","Q1: Jan - Mar","15","117"
"Dublin Periphery","2025-03-15 23:00:00.000","23","Saturday","Weekend","11","March","Q1: Jan - Mar","15","129"
"Dublin Periphery","2025-03-16 00:00:00.000","0","Sunday","Weekend","11","March","Q1: Jan - Mar","16","49"
"Dublin Periphery","2025-03-16 01:00:00.000","1","Sunday","Weekend","11","March","Q1: Jan - Mar","16","1"
"Dublin Periphery","2025-03-16 02:00:00.000","2","Sunday","Weekend","11","March","Q1: Jan - Mar","16","1"
"Dublin Periphery","2025-03-16 03:00:00.000","3","Sunday","Weekend","11","March","Q1: Jan - Mar","16","0"
"Dublin Periphery","2025-03-16 04:00:00.000","4","Sunday","Weekend","11","March","Q1: Jan - Mar","16","0"
"Dublin Periphery","2025-03-16 05:00:00.000","5","Sunday","Weekend","11","March","Q1: Jan - Mar","16","21"
"Dublin Periphery","2025-03-16 06:00:00.000","6","Sunday","Weekend","11","March","Q1: Jan - Mar","16","62"
"Dublin Periphery","2025-03-16 07:00:00.000","7","Sunday","Weekend","11","March","Q1: Jan - Mar","16","75"
"Dublin Periphery","2025-03-16 08:00:00.000","8","Sunday","Weekend","11","March","Q1: Jan - Mar","16","87"
"Dublin Periphery","2025-03-16 09:00:00.000","9","Sunday","Weekend","11","March","Q1: Jan - Mar","16","107"
"Dublin Periphery","2025-03-16 10:00:00.000","10","Sunday","Weekend","11","March","Q1: Jan - Mar","16","199"
"Dublin Periphery","2025-03-16 11:00:00.000","11","Sunday","Weekend","11","March","Q1: Jan - Mar","16","237"
"Dublin Periphery","2025-03-16 12:00:00.000","12","Sunday","Weekend","11","March","Q1: Jan - Mar","16","264"
"Dublin Periphery","2025-03-16 13:00:00.000","13","Sunday","Weekend","11","March","Q1: Jan - Mar","16","260"
"Dublin Periphery","2025-03-16 14:00:00.000","14","Sunday","Weekend","11","March","Q1: Jan - Mar","16","263"
"Dublin Periphery","2025-03-16 15:00:00.000","15","Sunday","Weekend","11","March","Q1: Jan - Mar","16","251"
"Dublin Periphery","2025-03-16 16:00:00.000","16","Sunday","Weekend","11","March","Q1: Jan - Mar","16","202"
"Dublin Periphery","2025-03-16 17:00:00.000","17","Sunday","Weekend","11","March","Q1: Jan - Mar","16","228"
"Dublin Periphery","2025-03-16 18:00:00.000","18","Sunday","Weekend","11","March","Q1: Jan - Mar","16","225"
"Dublin Periphery","2025-03-16 19:00:00.000","19","Sunday","Weekend","11","March","Q1: Jan - Mar","16","200"
"Dublin Periphery","2025-03-16 20:00:00.000","20","Sunday","Weekend","11","March","Q1: Jan - Mar","16","167"
"Dublin Periphery","2025-03-16 21:00:00.000","21","Sunday","Weekend","11","March","Q1: Jan - Mar","16","109"
"Dublin Periphery","2025-03-16 22:00:00.000","22","Sunday","Weekend","11","March","Q1: Jan - Mar","16","138"
"Dublin Periphery","2025-03-16 23:00:00.000","23","Sunday","Weekend","11","March","Q1: Jan - Mar","16","93"
"Dublin Periphery","2025-03-17 00:00:00.000","0","Monday","Weekday","12","March","Q1: Jan - Mar","17","67"
"Dublin Periphery","2025-03-17 01:00:00.000","1","Monday","Weekday","12","March","Q1: Jan - Mar","17","1"
"Dublin Periphery","2025-03-17 02:00:00.000","2","Monday","Weekday","12","March","Q1: Jan - Mar","17","0"
"Dublin Periphery","2025-03-17 03:00:00.000","3","Monday","Weekday","12","March","Q1: Jan - Mar","17","1"
"Dublin Periphery","2025-03-17 04:00:00.000","4","Monday","Weekday","12","March","Q1: Jan - Mar","17","0"
"Dublin Periphery","2025-03-17 05:00:00.000","5","Monday","Weekday","12","March","Q1: Jan - Mar","17","37"
"Dublin Periphery","2025-03-17 06:00:00.000","6","Monday","Weekday","12","March","Q1: Jan - Mar","17","89"
"Dublin Periphery","2025-03-17 07:00:00.000","7","Monday","Weekday","12","March","Q1: Jan - Mar","17","120"
"Dublin Periphery","2025-03-17 08:00:00.000","8","Monday","Weekday","12","March","Q1: Jan - Mar","17","124"
"Dublin Periphery","2025-03-17 09:00:00.000","9","Monday","Weekday","12","March","Q1: Jan - Mar","17","152"
"Dublin Periphery","2025-03-17 10:00:00.000","10","Monday","Weekday","12","March","Q1: Jan - Mar","17","181"
"Dublin Periphery","2025-03-17 11:00:00.000","11","Monday","Weekday","12","March","Q1: Jan - Mar","17","235"
"Dublin Periphery","2025-03-17 12:00:00.000","12","Monday","Weekday","12","March","Q1: Jan - Mar","17","197"
"Dublin Periphery","2025-03-17 13:00:00.000","13","Monday","Weekday","12","March","Q1: Jan - Mar","17","177"
"Dublin Periphery","2025-03-17 14:00:00.000","14","Monday","Weekday","12","March","Q1: Jan - Mar","17","214"
"Dublin Periphery","2025-03-17 15:00:00.000","15","Monday","Weekday","12","March","Q1: Jan - Mar","17","189"
"Dublin Periphery","2025-03-17 16:00:00.000","16","Monday","Weekday","12","March","Q1: Jan - Mar","17","180"
"Dublin Periphery","2025-03-17 17:00:00.000","17","Monday","Weekday","12","March","Q1: Jan - Mar","17","221"
"Dublin Periphery","2025-03-17 18:00:00.000","18","Monday","Weekday","12","March","Q1: Jan - Mar","17","166"
"Dublin Periphery","2025-03-17 19:00:00.000","19","Monday","Weekday","12","March","Q1: Jan - Mar","17","128"
"Dublin Periphery","2025-03-17 20:00:00.000","20","Monday","Weekday","12","March","Q1: Jan - Mar","17","110"
"Dublin Periphery","2025-03-17 21:00:00.000","21","Monday","Weekday","12","March","Q1: Jan - Mar","17","115"
"Dublin Periphery","2025-03-17 22:00:00.000","22","Monday","Weekday","12","March","Q1: Jan - Mar","17","80"
"Dublin Periphery","2025-03-17 23:00:00.000","23","Monday","Weekday","12","March","Q1: Jan - Mar","17","91"
"Dublin Periphery","2025-03-18 00:00:00.000","0","Tuesday","Weekday","12","March","Q1: Jan - Mar","18","32"
"Dublin Periphery","2025-03-18 01:00:00.000","1","Tuesday","Weekday","12","March","Q1: Jan - Mar","18","1"
"Dublin Periphery","2025-03-18 02:00:00.000","2","Tuesday","Weekday","12","March","Q1: Jan - Mar","18","1"
"Dublin Periphery","2025-03-18 03:00:00.000","3","Tuesday","Weekday","12","March","Q1: Jan - Mar","18","1"
"Dublin Periphery","2025-03-18 04:00:00.000","4","Tuesday","Weekday","12","March","Q1: Jan - Mar","18","0"
"Dublin Periphery","2025-03-18 05:00:00.000","5","Tuesday","Weekday","12","March","Q1: Jan - Mar","18","95"
"Dublin Periphery","2025-03-18 06:00:00.000","6","Tuesday","Weekday","12","March","Q1: Jan - Mar","18","317"
"Dublin Periphery","2025-03-18 07:00:00.000","7","Tuesday","Weekday","12","March","Q1: Jan - Mar","18","523"
"Dublin Periphery","2025-03-18 08:00:00.000","8","Tuesday","Weekday","12","March","Q1: Jan - Mar","18","797"
"Dublin Periphery","2025-03-18 09:00:00.000","9","Tuesday","Weekday","12","March","Q1: Jan - Mar","18","477"
"Dublin Periphery","2025-03-18 10:00:00.000","10","Tuesday","Weekday","12","March","Q1: Jan - Mar","18","349"
"Dublin Periphery","2025-03-18 11:00:00.000","11","Tuesday","Weekday","12","March","Q1: Jan - Mar","18","223"
"Dublin Periphery","2025-03-18 12:00:00.000","12","Tuesday","Weekday","12","March","Q1: Jan - Mar","18","376"
"Dublin Periphery","2025-03-18 13:00:00.000","13","Tuesday","Weekday","12","March","Q1: Jan - Mar","18","344"
"Dublin Periphery","2025-03-18 14:00:00.000","14","Tuesday","Weekday","12","March","Q1: Jan - Mar","18","249"
"Dublin Periphery","2025-03-18 15:00:00.000","15","Tuesday","Weekday","12","March","Q1: Jan - Mar","18","315"
"Dublin Periphery","2025-03-18 16:00:00.000","16","Tuesday","Weekday","12","March","Q1: Jan - Mar","18","527"
"Dublin Periphery","2025-03-18 17:00:00.000","17","Tuesday","Weekday","12","March","Q1: Jan - Mar","18","700"
"Dublin Periphery","2025-03-18 18:00:00.000","18","Tuesday","Weekday","12","March","Q1: Jan - Mar","18","500"
"Dublin Periphery","2025-03-18 19:00:00.000","19","Tuesday","Weekday","12","March","Q1: Jan - Mar","18","360"
"Dublin Periphery","2025-03-18 20:00:00.000","20","Tuesday","Weekday","12","March","Q1: Jan - Mar","18","251"
"Dublin Periphery","2025-03-18 21:00:00.000","21","Tuesday","Weekday","12","March","Q1: Jan - Mar","18","162"
"Dublin Periphery","2025-03-18 22:00:00.000","22","Tuesday","Weekday","12","March","Q1: Jan - Mar","18","130"
"Dublin Periphery","2025-03-18 23:00:00.000","23","Tuesday","Weekday","12","March","Q1: Jan - Mar","18","70"
"Dublin Periphery","2025-03-19 00:00:00.000","0","Wednesday","Weekday","12","March","Q1: Jan - Mar","19","19"
"Dublin Periphery","2025-03-19 01:00:00.000","1","Wednesday","Weekday","12","March","Q1: Jan - Mar","19","0"
"Dublin Periphery","2025-03-19 02:00:00.000","2","Wednesday","Weekday","12","March","Q1: Jan - Mar","19","0"
"Dublin Periphery","2025-03-19 03:00:00.000","3","Wednesday","Weekday","12","March","Q1: Jan - Mar","19","0"
"Dublin Periphery","2025-03-19 04:00:00.000","4","Wednesday","Weekday","12","March","Q1: Jan - Mar","19","0"
"Dublin Periphery","2025-03-19 05:00:00.000","5","Wednesday","Weekday","12","March","Q1: Jan - Mar","19","89"
"Dublin Periphery","2025-03-19 06:00:00.000","6","Wednesday","Weekday","12","March","Q1: Jan - Mar","19","320"
"Dublin Periphery","2025-03-19 07:00:00.000","7","Wednesday","Weekday","12","March","Q1: Jan - Mar","19","609"
"Dublin Periphery","2025-03-19 08:00:00.000","8","Wednesday","Weekday","12","March","Q1: Jan - Mar","19","923"
"Dublin Periphery","2025-03-19 09:00:00.000","9","Wednesday","Weekday","12","March","Q1: Jan - Mar","19","529"
"Dublin Periphery","2025-03-19 10:00:00.000","10","Wednesday","Weekday","12","March","Q1: Jan - Mar","19","353"
"Dublin Periphery","2025-03-19 11:00:00.000","11","Wednesday","Weekday","12","March","Q1: Jan - Mar","19","274"
"Dublin Periphery","2025-03-19 12:00:00.000","12","Wednesday","Weekday","12","March","Q1: Jan - Mar","19","317"
"Dublin Periphery","2025-03-19 13:00:00.000","13","Wednesday","Weekday","12","March","Q1: Jan - Mar","19","416"
"Dublin Periphery","2025-03-19 14:00:00.000","14","Wednesday","Weekday","12","March","Q1: Jan - Mar","19","296"
"Dublin Periphery","2025-03-19 15:00:00.000","15","Wednesday","Weekday","12","March","Q1: Jan - Mar","19","312"
"Dublin Periphery","2025-03-19 16:00:00.000","16","Wednesday","Weekday","12","March","Q1: Jan - Mar","19","527"
"Dublin Periphery","2025-03-19 17:00:00.000","17","Wednesday","Weekday","12","March","Q1: Jan - Mar","19","781"
"Dublin Periphery","2025-03-19 18:00:00.000","18","Wednesday","Weekday","12","March","Q1: Jan - Mar","19","459"
"Dublin Periphery","2025-03-19 19:00:00.000","19","Wednesday","Weekday","12","March","Q1: Jan - Mar","19","366"
"Dublin Periphery","2025-03-19 20:00:00.000","20","Wednesday","Weekday","12","March","Q1: Jan - Mar","19","229"
"Dublin Periphery","2025-03-19 21:00:00.000","21","Wednesday","Weekday","12","March","Q1: Jan - Mar","19","174"
"Dublin Periphery","2025-03-19 22:00:00.000","22","Wednesday","Weekday","12","March","Q1: Jan - Mar","19","134"
"Dublin Periphery","2025-03-19 23:00:00.000","23","Wednesday","Weekday","12","March","Q1: Jan - Mar","19","101"
"Dublin Periphery","2025-03-20 00:00:00.000","0","Thursday","Weekday","12","March","Q1: Jan - Mar","20","32"
"Dublin Periphery","2025-03-20 01:00:00.000","1","Thursday","Weekday","12","March","Q1: Jan - Mar","20","1"
"Dublin Periphery","2025-03-20 02:00:00.000","2","Thursday","Weekday","12","March","Q1: Jan - Mar","20","0"
"Dublin Periphery","2025-03-20 03:00:00.000","3","Thursday","Weekday","12","March","Q1: Jan - Mar","20","0"
"Dublin Periphery","2025-03-20 04:00:00.000","4","Thursday","Weekday","12","March","Q1: Jan - Mar","20","0"
"Dublin Periphery","2025-03-20 05:00:00.000","5","Thursday","Weekday","12","March","Q1: Jan - Mar","20","96"
"Dublin Periphery","2025-03-20 06:00:00.000","6","Thursday","Weekday","12","March","Q1: Jan - Mar","20","297"
"Dublin Periphery","2025-03-20 07:00:00.000","7","Thursday","Weekday","12","March","Q1: Jan - Mar","20","543"
"Dublin Periphery","2025-03-20 08:00:00.000","8","Thursday","Weekday","12","March","Q1: Jan - Mar","20","1036"
"Dublin Periphery","2025-03-20 09:00:00.000","9","Thursday","Weekday","12","March","Q1: Jan - Mar","20","588"
"Dublin Periphery","2025-03-20 10:00:00.000","10","Thursday","Weekday","12","March","Q1: Jan - Mar","20","347"
"Dublin Periphery","2025-03-20 11:00:00.000","11","Thursday","Weekday","12","March","Q1: Jan - Mar","20","306"
"Dublin Periphery","2025-03-20 12:00:00.000","12","Thursday","Weekday","12","March","Q1: Jan - Mar","20","386"
"Dublin Periphery","2025-03-20 13:00:00.000","13","Thursday","Weekday","12","March","Q1: Jan - Mar","20","412"
"Dublin Periphery","2025-03-20 14:00:00.000","14","Thursday","Weekday","12","March","Q1: Jan - Mar","20","344"
"Dublin Periphery","2025-03-20 15:00:00.000","15","Thursday","Weekday","12","March","Q1: Jan - Mar","20","352"
"Dublin Periphery","2025-03-20 16:00:00.000","16","Thursday","Weekday","12","March","Q1: Jan - Mar","20","563"
"Dublin Periphery","2025-03-20 17:00:00.000","17","Thursday","Weekday","12","March","Q1: Jan - Mar","20","742"
"Dublin Periphery","2025-03-20 18:00:00.000","18","Thursday","Weekday","12","March","Q1: Jan - Mar","20","527"
"Dublin Periphery","2025-03-20 19:00:00.000","19","Thursday","Weekday","12","March","Q1: Jan - Mar","20","319"
"Dublin Periphery","2025-03-20 20:00:00.000","20","Thursday","Weekday","12","March","Q1: Jan - Mar","20","242"
"Dublin Periphery","2025-03-20 21:00:00.000","21","Thursday","Weekday","12","March","Q1: Jan - Mar","20","193"
"Dublin Periphery","2025-03-20 22:00:00.000","22","Thursday","Weekday","12","March","Q1: Jan - Mar","20","166"
"Dublin Periphery","2025-03-20 23:00:00.000","23","Thursday","Weekday","12","March","Q1: Jan - Mar","20","94"
"Dublin Periphery","2025-03-21 00:00:00.000","0","Friday","Weekday","12","March","Q1: Jan - Mar","21","51"
"Dublin Periphery","2025-03-21 01:00:00.000","1","Friday","Weekday","12","March","Q1: Jan - Mar","21","1"
"Dublin Periphery","2025-03-21 02:00:00.000","2","Friday","Weekday","12","March","Q1: Jan - Mar","21","0"
"Dublin Periphery","2025-03-21 03:00:00.000","3","Friday","Weekday","12","March","Q1: Jan - Mar","21","0"
"Dublin Periphery","2025-03-21 04:00:00.000","4","Friday","Weekday","12","March","Q1: Jan - Mar","21","0"
"Dublin Periphery","2025-03-21 05:00:00.000","5","Friday","Weekday","12","March","Q1: Jan - Mar","21","58"
"Dublin Periphery","2025-03-21 06:00:00.000","6","Friday","Weekday","12","March","Q1: Jan - Mar","21","263"
"Dublin Periphery","2025-03-21 07:00:00.000","7","Friday","Weekday","12","March","Q1: Jan - Mar","21","419"
"Dublin Periphery","2025-03-21 08:00:00.000","8","Friday","Weekday","12","March","Q1: Jan - Mar","21","721"
"Dublin Periphery","2025-03-21 09:00:00.000","9","Friday","Weekday","12","March","Q1: Jan - Mar","21","427"
"Dublin Periphery","2025-03-21 10:00:00.000","10","Friday","Weekday","12","March","Q1: Jan - Mar","21","262"
"Dublin Periphery","2025-03-21 11:00:00.000","11","Friday","Weekday","12","March","Q1: Jan - Mar","21","264"
"Dublin Periphery","2025-03-21 12:00:00.000","12","Friday","Weekday","12","March","Q1: Jan - Mar","21","376"
"Dublin Periphery","2025-03-21 13:00:00.000","13","Friday","Weekday","12","March","Q1: Jan - Mar","21","328"
"Dublin Periphery","2025-03-21 14:00:00.000","14","Friday","Weekday","12","March","Q1: Jan - Mar","21","343"
"Dublin Periphery","2025-03-21 15:00:00.000","15","Friday","Weekday","12","March","Q1: Jan - Mar","21","292"
"Dublin Periphery","2025-03-21 16:00:00.000","16","Friday","Weekday","12","March","Q1: Jan - Mar","21","431"
"Dublin Periphery","2025-03-21 17:00:00.000","17","Friday","Weekday","12","March","Q1: Jan - Mar","21","552"
"Dublin Periphery","2025-03-21 18:00:00.000","18","Friday","Weekday","12","March","Q1: Jan - Mar","21","409"
"Dublin Periphery","2025-03-21 19:00:00.000","19","Friday","Weekday","12","March","Q1: Jan - Mar","21","221"
"Dublin Periphery","2025-03-21 20:00:00.000","20","Friday","Weekday","12","March","Q1: Jan - Mar","21","161"
"Dublin Periphery","2025-03-21 21:00:00.000","21","Friday","Weekday","12","March","Q1: Jan - Mar","21","158"
"Dublin Periphery","2025-03-21 22:00:00.000","22","Friday","Weekday","12","March","Q1: Jan - Mar","21","137"
"Dublin Periphery","2025-03-21 23:00:00.000","23","Friday","Weekday","12","March","Q1: Jan - Mar","21","81"
"Dublin Periphery","2025-03-22 00:00:00.000","0","Saturday","Weekend","12","March","Q1: Jan - Mar","22","58"
"Dublin Periphery","2025-03-22 01:00:00.000","1","Saturday","Weekend","12","March","Q1: Jan - Mar","22","0"
"Dublin Periphery","2025-03-22 02:00:00.000","2","Saturday","Weekend","12","March","Q1: Jan - Mar","22","0"
"Dublin Periphery","2025-03-22 03:00:00.000","3","Saturday","Weekend","12","March","Q1: Jan - Mar","22","0"
"Dublin Periphery","2025-03-22 04:00:00.000","4","Saturday","Weekend","12","March","Q1: Jan - Mar","22","0"
"Dublin Periphery","2025-03-22 05:00:00.000","5","Saturday","Weekend","12","March","Q1: Jan - Mar","22","44"
"Dublin Periphery","2025-03-22 06:00:00.000","6","Saturday","Weekend","12","March","Q1: Jan - Mar","22","88"
"Dublin Periphery","2025-03-22 07:00:00.000","7","Saturday","Weekend","12","March","Q1: Jan - Mar","22","95"
"Dublin Periphery","2025-03-22 08:00:00.000","8","Saturday","Weekend","12","March","Q1: Jan - Mar","22","169"
"Dublin Periphery","2025-03-22 09:00:00.000","9","Saturday","Weekend","12","March","Q1: Jan - Mar","22","237"
"Dublin Periphery","2025-03-22 10:00:00.000","10","Saturday","Weekend","12","March","Q1: Jan - Mar","22","299"
"Dublin Periphery","2025-03-22 11:00:00.000","11","Saturday","Weekend","12","March","Q1: Jan - Mar","22","284"
"Dublin Periphery","2025-03-22 12:00:00.000","12","Saturday","Weekend","12","March","Q1: Jan - Mar","22","313"
"Dublin Periphery","2025-03-22 13:00:00.000","13","Saturday","Weekend","12","March","Q1: Jan - Mar","22","276"
"Dublin Periphery","2025-03-22 14:00:00.000","14","Saturday","Weekend","12","March","Q1: Jan - Mar","22","325"
"Dublin Periphery","2025-03-22 15:00:00.000","15","Saturday","Weekend","12","March","Q1: Jan - Mar","22","240"
"Dublin Periphery","2025-03-22 16:00:00.000","16","Saturday","Weekend","12","March","Q1: Jan - Mar","22","227"
"Dublin Periphery","2025-03-22 17:00:00.000","17","Saturday","Weekend","12","March","Q1: Jan - Mar","22","236"
"Dublin Periphery","2025-03-22 18:00:00.000","18","Saturday","Weekend","12","March","Q1: Jan - Mar","22","195"
"Dublin Periphery","2025-03-22 19:00:00.000","19","Saturday","Weekend","12","March","Q1: Jan - Mar","22","192"
"Dublin Periphery","2025-03-22 20:00:00.000","20","Saturday","Weekend","12","March","Q1: Jan - Mar","22","144"
"Dublin Periphery","2025-03-22 21:00:00.000","21","Saturday","Weekend","12","March","Q1: Jan - Mar","22","81"
"Dublin Periphery","2025-03-22 22:00:00.000","22","Saturday","Weekend","12","March","Q1: Jan - Mar","22","58"
"Dublin Periphery","2025-03-22 23:00:00.000","23","Saturday","Weekend","12","March","Q1: Jan - Mar","22","68"
"Dublin Periphery","2025-03-23 00:00:00.000","0","Sunday","Weekend","12","March","Q1: Jan - Mar","23","34"
"Dublin Periphery","2025-03-23 01:00:00.000","1","Sunday","Weekend","12","March","Q1: Jan - Mar","23","1"
"Dublin Periphery","2025-03-23 02:00:00.000","2","Sunday","Weekend","12","March","Q1: Jan - Mar","23","0"
"Dublin Periphery","2025-03-23 03:00:00.000","3","Sunday","Weekend","12","March","Q1: Jan - Mar","23","0"
"Dublin Periphery","2025-03-23 04:00:00.000","4","Sunday","Weekend","12","March","Q1: Jan - Mar","23","0"
"Dublin Periphery","2025-03-23 05:00:00.000","5","Sunday","Weekend","12","March","Q1: Jan - Mar","23","31"
"Dublin Periphery","2025-03-23 06:00:00.000","6","Sunday","Weekend","12","March","Q1: Jan - Mar","23","55"
"Dublin Periphery","2025-03-23 07:00:00.000","7","Sunday","Weekend","12","March","Q1: Jan - Mar","23","86"
"Dublin Periphery","2025-03-23 08:00:00.000","8","Sunday","Weekend","12","March","Q1: Jan - Mar","23","111"
"Dublin Periphery","2025-03-23 09:00:00.000","9","Sunday","Weekend","12","March","Q1: Jan - Mar","23","161"
"Dublin Periphery","2025-03-23 10:00:00.000","10","Sunday","Weekend","12","March","Q1: Jan - Mar","23","177"
"Dublin Periphery","2025-03-23 11:00:00.000","11","Sunday","Weekend","12","March","Q1: Jan - Mar","23","180"
"Dublin Periphery","2025-03-23 12:00:00.000","12","Sunday","Weekend","12","March","Q1: Jan - Mar","23","204"
