"station_type","hour_rounded","hour","day","weekend","week","month","quarter","dayOfMonth","interactions"
"Dublin Central","2024-11-26 09:00:00.000","9","Tuesday","Weekday","48","November","Q4: Oct - Dec","26","252"
"Dublin Central","2024-11-26 10:00:00.000","10","Tuesday","Weekday","48","November","Q4: Oct - Dec","26","163"
"Dublin Central","2024-11-26 11:00:00.000","11","Tuesday","Weekday","48","November","Q4: Oct - Dec","26","138"
"Dublin Central","2024-11-26 12:00:00.000","12","Tuesday","Weekday","48","November","Q4: Oct - Dec","26","196"
"Dublin Central","2024-11-26 13:00:00.000","13","Tuesday","Weekday","48","November","Q4: Oct - Dec","26","239"
"Dublin Central","2024-11-26 14:00:00.000","14","Tuesday","Weekday","48","November","Q4: Oct - Dec","26","216"
"Dublin Central","2024-11-26 15:00:00.000","15","Tuesday","Weekday","48","November","Q4: Oct - Dec","26","168"
"Dublin Central","2024-11-26 16:00:00.000","16","Tuesday","Weekday","48","November","Q4: Oct - Dec","26","271"
"Dublin Central","2024-11-26 17:00:00.000","17","Tuesday","Weekday","48","November","Q4: Oct - Dec","26","338"
"Dublin Central","2024-11-26 18:00:00.000","18","Tuesday","Weekday","48","November","Q4: Oct - Dec","26","272"
"Dublin Central","2024-11-26 19:00:00.000","19","Tuesday","Weekday","48","November","Q4: Oct - Dec","26","154"
"Dublin Central","2024-11-26 20:00:00.000","20","Tuesday","Weekday","48","November","Q4: Oct - Dec","26","136"
"Dublin Central","2024-11-26 21:00:00.000","21","Tuesday","Weekday","48","November","Q4: Oct - Dec","26","97"
"Dublin Central","2024-11-26 22:00:00.000","22","Tuesday","Weekday","48","November","Q4: Oct - Dec","26","91"
"Dublin Central","2024-11-26 23:00:00.000","23","Tuesday","Weekday","48","November","Q4: Oct - Dec","26","52"
"Dublin Central","2024-11-27 00:00:00.000","0","Wednesday","Weekday","48","November","Q4: Oct - Dec","27","15"
"Dublin Central","2024-11-27 01:00:00.000","1","Wednesday","Weekday","48","November","Q4: Oct - Dec","27","0"
"Dublin Central","2024-11-27 02:00:00.000","2","Wednesday","Weekday","48","November","Q4: Oct - Dec","27","0"
"Dublin Central","2024-11-27 03:00:00.000","3","Wednesday","Weekday","48","November","Q4: Oct - Dec","27","0"
"Dublin Central","2024-11-27 04:00:00.000","4","Wednesday","Weekday","48","November","Q4: Oct - Dec","27","0"
"Dublin Central","2024-11-27 05:00:00.000","5","Wednesday","Weekday","48","November","Q4: Oct - Dec","27","49"
"Dublin Central","2024-11-27 06:00:00.000","6","Wednesday","Weekday","48","November","Q4: Oct - Dec","27","142"
"Dublin Central","2024-11-27 07:00:00.000","7","Wednesday","Weekday","48","November","Q4: Oct - Dec","27","203"
"Dublin Central","2024-11-27 08:00:00.000","8","Wednesday","Weekday","48","November","Q4: Oct - Dec","27","355"
"Dublin Central","2024-11-27 09:00:00.000","9","Wednesday","Weekday","48","November","Q4: Oct - Dec","27","307"
"Dublin Central","2024-11-27 10:00:00.000","10","Wednesday","Weekday","48","November","Q4: Oct - Dec","27","135"
"Dublin Central","2024-11-27 11:00:00.000","11","Wednesday","Weekday","48","November","Q4: Oct - Dec","27","172"
"Dublin Central","2024-11-27 12:00:00.000","12","Wednesday","Weekday","48","November","Q4: Oct - Dec","27","219"
"Dublin Central","2024-11-27 13:00:00.000","13","Wednesday","Weekday","48","November","Q4: Oct - Dec","27","221"
"Dublin Central","2024-11-27 14:00:00.000","14","Wednesday","Weekday","48","November","Q4: Oct - Dec","27","188"
"Dublin Central","2024-11-27 15:00:00.000","15","Wednesday","Weekday","48","November","Q4: Oct - Dec","27","193"
"Dublin Central","2024-11-27 16:00:00.000","16","Wednesday","Weekday","48","November","Q4: Oct - Dec","27","252"
"Dublin Central","2024-11-27 17:00:00.000","17","Wednesday","Weekday","48","November","Q4: Oct - Dec","27","351"
"Dublin Central","2024-11-27 18:00:00.000","18","Wednesday","Weekday","48","November","Q4: Oct - Dec","27","252"
"Dublin Central","2024-11-27 19:00:00.000","19","Wednesday","Weekday","48","November","Q4: Oct - Dec","27","190"
"Dublin Central","2024-11-27 20:00:00.000","20","Wednesday","Weekday","48","November","Q4: Oct - Dec","27","133"
"Dublin Central","2024-11-27 21:00:00.000","21","Wednesday","Weekday","48","November","Q4: Oct - Dec","27","113"
"Dublin Central","2024-11-27 22:00:00.000","22","Wednesday","Weekday","48","November","Q4: Oct - Dec","27","102"
"Dublin Central","2024-11-27 23:00:00.000","23","Wednesday","Weekday","48","November","Q4: Oct - Dec","27","60"
"Dublin Central","2024-11-28 00:00:00.000","0","Thursday","Weekday","48","November","Q4: Oct - Dec","28","21"
"Dublin Central","2024-11-28 01:00:00.000","1","Thursday","Weekday","48","November","Q4: Oct - Dec","28","0"
"Dublin Central","2024-11-28 02:00:00.000","2","Thursday","Weekday","48","November","Q4: Oct - Dec","28","0"
"Dublin Central","2024-11-28 03:00:00.000","3","Thursday","Weekday","48","November","Q4: Oct - Dec","28","0"
"Dublin Central","2024-11-28 04:00:00.000","4","Thursday","Weekday","48","November","Q4: Oct - Dec","28","0"
"Dublin Central","2024-11-28 05:00:00.000","5","Thursday","Weekday","48","November","Q4: Oct - Dec","28","56"
"Dublin Central","2024-11-28 06:00:00.000","6","Thursday","Weekday","48","November","Q4: Oct - Dec","28","135"
"Dublin Central","2024-11-28 07:00:00.000","7","Thursday","Weekday","48","November","Q4: Oct - Dec","28","182"
"Dublin Central","2024-11-28 08:00:00.000","8","Thursday","Weekday","48","November","Q4: Oct - Dec","28","339"
"Dublin Central","2024-11-28 09:00:00.000","9","Thursday","Weekday","48","November","Q4: Oct - Dec","28","306"
"Dublin Central","2024-11-28 10:00:00.000","10","Thursday","Weekday","48","November","Q4: Oct - Dec","28","179"
"Dublin Central","2024-11-28 11:00:00.000","11","Thursday","Weekday","48","November","Q4: Oct - Dec","28","173"
"Dublin Central","2024-11-28 12:00:00.000","12","Thursday","Weekday","48","November","Q4: Oct - Dec","28","163"
"Dublin Central","2024-11-28 13:00:00.000","13","Thursday","Weekday","48","November","Q4: Oct - Dec","28","166"
"Dublin Central","2024-11-28 14:00:00.000","14","Thursday","Weekday","48","November","Q4: Oct - Dec","28","130"
"Dublin Central","2024-11-28 15:00:00.000","15","Thursday","Weekday","48","November","Q4: Oct - Dec","28","152"
"Dublin Central","2024-11-28 16:00:00.000","16","Thursday","Weekday","48","November","Q4: Oct - Dec","28","235"
"Dublin Central","2024-11-28 17:00:00.000","17","Thursday","Weekday","48","November","Q4: Oct - Dec","28","338"
"Dublin Central","2024-11-28 18:00:00.000","18","Thursday","Weekday","48","November","Q4: Oct - Dec","28","235"
"Dublin Central","2024-11-28 19:00:00.000","19","Thursday","Weekday","48","November","Q4: Oct - Dec","28","172"
"Dublin Central","2024-11-28 20:00:00.000","20","Thursday","Weekday","48","November","Q4: Oct - Dec","28","117"
"Dublin Central","2024-11-28 21:00:00.000","21","Thursday","Weekday","48","November","Q4: Oct - Dec","28","126"
"Dublin Central","2024-11-28 22:00:00.000","22","Thursday","Weekday","48","November","Q4: Oct - Dec","28","112"
"Dublin Central","2024-11-28 23:00:00.000","23","Thursday","Weekday","48","November","Q4: Oct - Dec","28","92"
"Dublin Central","2024-11-29 00:00:00.000","0","Friday","Weekday","48","November","Q4: Oct - Dec","29","33"
"Dublin Central","2024-11-29 01:00:00.000","1","Friday","Weekday","48","November","Q4: Oct - Dec","29","0"
"Dublin Central","2024-11-29 02:00:00.000","2","Friday","Weekday","48","November","Q4: Oct - Dec","29","0"
"Dublin Central","2024-11-29 03:00:00.000","3","Friday","Weekday","48","November","Q4: Oct - Dec","29","0"
"Dublin Central","2024-11-29 04:00:00.000","4","Friday","Weekday","48","November","Q4: Oct - Dec","29","0"
"Dublin Central","2024-11-29 05:00:00.000","5","Friday","Weekday","48","November","Q4: Oct - Dec","29","62"
"Dublin Central","2024-11-29 06:00:00.000","6","Friday","Weekday","48","November","Q4: Oct - Dec","29","128"
"Dublin Central","2024-11-29 07:00:00.000","7","Friday","Weekday","48","November","Q4: Oct - Dec","29","63"
"Dublin Central","2024-11-29 08:00:00.000","8","Friday","Weekday","48","November","Q4: Oct - Dec","29","118"
"Dublin Central","2024-11-29 09:00:00.000","9","Friday","Weekday","48","November","Q4: Oct - Dec","29","235"
"Dublin Central","2024-11-29 10:00:00.000","10","Friday","Weekday","48","November","Q4: Oct - Dec","29","149"
"Dublin Central","2024-11-29 11:00:00.000","11","Friday","Weekday","48","November","Q4: Oct - Dec","29","133"
"Dublin Central","2024-11-29 12:00:00.000","12","Friday","Weekday","48","November","Q4: Oct - Dec","29","190"
"Dublin Central","2024-11-29 13:00:00.000","13","Friday","Weekday","48","November","Q4: Oct - Dec","29","164"
"Dublin Central","2024-11-29 14:00:00.000","14","Friday","Weekday","48","November","Q4: Oct - Dec","29","148"
"Dublin Central","2024-11-29 15:00:00.000","15","Friday","Weekday","48","November","Q4: Oct - Dec","29","167"
"Dublin Central","2024-11-29 16:00:00.000","16","Friday","Weekday","48","November","Q4: Oct - Dec","29","201"
"Dublin Central","2024-11-29 17:00:00.000","17","Friday","Weekday","48","November","Q4: Oct - Dec","29","165"
"Dublin Central","2024-11-29 18:00:00.000","18","Friday","Weekday","48","November","Q4: Oct - Dec","29","173"
"Dublin Central","2024-11-29 19:00:00.000","19","Friday","Weekday","48","November","Q4: Oct - Dec","29","157"
"Dublin Central","2024-11-29 20:00:00.000","20","Friday","Weekday","48","November","Q4: Oct - Dec","29","128"
"Dublin Central","2024-11-29 21:00:00.000","21","Friday","Weekday","48","November","Q4: Oct - Dec","29","83"
"Dublin Central","2024-11-29 22:00:00.000","22","Friday","Weekday","48","November","Q4: Oct - Dec","29","88"
"Dublin Central","2024-11-29 23:00:00.000","23","Friday","Weekday","48","November","Q4: Oct - Dec","29","97"
"Dublin Central","2024-11-30 00:00:00.000","0","Saturday","Weekend","48","November","Q4: Oct - Dec","30","66"
"Dublin Central","2024-11-30 01:00:00.000","1","Saturday","Weekend","48","November","Q4: Oct - Dec","30","1"
"Dublin Central","2024-11-30 02:00:00.000","2","Saturday","Weekend","48","November","Q4: Oct - Dec","30","0"
"Dublin Central","2024-11-30 03:00:00.000","3","Saturday","Weekend","48","November","Q4: Oct - Dec","30","0"
"Dublin Central","2024-11-30 04:00:00.000","4","Saturday","Weekend","48","November","Q4: Oct - Dec","30","0"
"Dublin Central","2024-11-30 05:00:00.000","5","Saturday","Weekend","48","November","Q4: Oct - Dec","30","19"
"Dublin Central","2024-11-30 06:00:00.000","6","Saturday","Weekend","48","November","Q4: Oct - Dec","30","54"
"Dublin Central","2024-11-30 07:00:00.000","7","Saturday","Weekend","48","November","Q4: Oct - Dec","30","84"
"Dublin Central","2024-11-30 08:00:00.000","8","Saturday","Weekend","48","November","Q4: Oct - Dec","30","105"
"Dublin Central","2024-11-30 09:00:00.000","9","Saturday","Weekend","48","November","Q4: Oct - Dec","30","132"
"Dublin Central","2024-11-30 10:00:00.000","10","Saturday","Weekend","48","November","Q4: Oct - Dec","30","133"
"Dublin Central","2024-11-30 11:00:00.000","11","Saturday","Weekend","48","November","Q4: Oct - Dec","30","168"
"Dublin Central","2024-11-30 12:00:00.000","12","Saturday","Weekend","48","November","Q4: Oct - Dec","30","152"
"Dublin Central","2024-11-30 13:00:00.000","13","Saturday","Weekend","48","November","Q4: Oct - Dec","30","178"
"Dublin Central","2024-11-30 14:00:00.000","14","Saturday","Weekend","48","November","Q4: Oct - Dec","30","193"
"Dublin Central","2024-11-30 15:00:00.000","15","Saturday","Weekend","48","November","Q4: Oct - Dec","30","173"
"Dublin Central","2024-11-30 16:00:00.000","16","Saturday","Weekend","48","November","Q4: Oct - Dec","30","174"
"Dublin Central","2024-11-30 17:00:00.000","17","Saturday","Weekend","48","November","Q4: Oct - Dec","30","165"
"Dublin Central","2024-11-30 18:00:00.000","18","Saturday","Weekend","48","November","Q4: Oct - Dec","30","145"
"Dublin Central","2024-11-30 19:00:00.000","19","Saturday","Weekend","48","November","Q4: Oct - Dec","30","110"
"Dublin Central","2024-11-30 20:00:00.000","20","Saturday","Weekend","48","November","Q4: Oct - Dec","30","110"
"Dublin Central","2024-11-30 21:00:00.000","21","Saturday","Weekend","48","November","Q4: Oct - Dec","30","52"
"Dublin Central","2024-11-30 22:00:00.000","22","Saturday","Weekend","48","November","Q4: Oct - Dec","30","114"
"Dublin Central","2024-11-30 23:00:00.000","23","Saturday","Weekend","48","November","Q4: Oct - Dec","30","91"
"Dublin Central","2024-12-01 00:00:00.000","0","Sunday","Weekend","48","December","Q4: Oct - Dec","1","65"
"Dublin Central","2024-12-01 01:00:00.000","1","Sunday","Weekend","48","December","Q4: Oct - Dec","1","0"
"Dublin Central","2024-12-01 02:00:00.000","2","Sunday","Weekend","48","December","Q4: Oct - Dec","1","0"
"Dublin Central","2024-12-01 03:00:00.000","3","Sunday","Weekend","48","December","Q4: Oct - Dec","1","0"
"Dublin Central","2024-12-01 04:00:00.000","4","Sunday","Weekend","48","December","Q4: Oct - Dec","1","0"
"Dublin Central","2024-12-01 05:00:00.000","5","Sunday","Weekend","48","December","Q4: Oct - Dec","1","16"
"Dublin Central","2024-12-01 06:00:00.000","6","Sunday","Weekend","48","December","Q4: Oct - Dec","1","35"
"Dublin Central","2024-12-01 07:00:00.000","7","Sunday","Weekend","48","December","Q4: Oct - Dec","1","55"
"Dublin Central","2024-12-01 08:00:00.000","8","Sunday","Weekend","48","December","Q4: Oct - Dec","1","66"
"Dublin Central","2024-12-01 09:00:00.000","9","Sunday","Weekend","48","December","Q4: Oct - Dec","1","112"
"Dublin Central","2024-12-01 10:00:00.000","10","Sunday","Weekend","48","December","Q4: Oct - Dec","1","114"
"Dublin Central","2024-12-01 11:00:00.000","11","Sunday","Weekend","48","December","Q4: Oct - Dec","1","138"
"Dublin Central","2024-12-01 12:00:00.000","12","Sunday","Weekend","48","December","Q4: Oct - Dec","1","171"
"Dublin Central","2024-12-01 13:00:00.000","13","Sunday","Weekend","48","December","Q4: Oct - Dec","1","168"
"Dublin Central","2024-12-01 14:00:00.000","14","Sunday","Weekend","48","December","Q4: Oct - Dec","1","162"
"Dublin Central","2024-12-01 15:00:00.000","15","Sunday","Weekend","48","December","Q4: Oct - Dec","1","145"
"Dublin Central","2024-12-01 16:00:00.000","16","Sunday","Weekend","48","December","Q4: Oct - Dec","1","116"
"Dublin Central","2024-12-01 17:00:00.000","17","Sunday","Weekend","48","December","Q4: Oct - Dec","1","108"
"Dublin Central","2024-12-01 18:00:00.000","18","Sunday","Weekend","48","December","Q4: Oct - Dec","1","122"
"Dublin Central","2024-12-01 19:00:00.000","19","Sunday","Weekend","48","December","Q4: Oct - Dec","1","87"
"Dublin Central","2024-12-01 20:00:00.000","20","Sunday","Weekend","48","December","Q4: Oct - Dec","1","85"
"Dublin Central","2024-12-01 21:00:00.000","21","Sunday","Weekend","48","December","Q4: Oct - Dec","1","43"
"Dublin Central","2024-12-01 22:00:00.000","22","Sunday","Weekend","48","December","Q4: Oct - Dec","1","72"
"Dublin Central","2024-12-01 23:00:00.000","23","Sunday","Weekend","48","December","Q4: Oct - Dec","1","48"
"Dublin Central","2024-12-02 00:00:00.000","0","Monday","Weekday","49","December","Q4: Oct - Dec","2","15"
"Dublin Central","2024-12-02 01:00:00.000","1","Monday","Weekday","49","December","Q4: Oct - Dec","2","0"
"Dublin Central","2024-12-02 02:00:00.000","2","Monday","Weekday","49","December","Q4: Oct - Dec","2","0"
"Dublin Central","2024-12-02 03:00:00.000","3","Monday","Weekday","49","December","Q4: Oct - Dec","2","0"
"Dublin Central","2024-12-02 04:00:00.000","4","Monday","Weekday","49","December","Q4: Oct - Dec","2","0"
"Dublin Central","2024-12-02 05:00:00.000","5","Monday","Weekday","49","December","Q4: Oct - Dec","2","73"
"Dublin Central","2024-12-02 06:00:00.000","6","Monday","Weekday","49","December","Q4: Oct - Dec","2","130"
"Dublin Central","2024-12-02 07:00:00.000","7","Monday","Weekday","49","December","Q4: Oct - Dec","2","193"
"Dublin Central","2024-12-02 08:00:00.000","8","Monday","Weekday","49","December","Q4: Oct - Dec","2","288"
"Dublin Central","2024-12-02 09:00:00.000","9","Monday","Weekday","49","December","Q4: Oct - Dec","2","283"
"Dublin Central","2024-12-02 10:00:00.000","10","Monday","Weekday","49","December","Q4: Oct - Dec","2","127"
"Dublin Central","2024-12-02 11:00:00.000","11","Monday","Weekday","49","December","Q4: Oct - Dec","2","138"
"Dublin Central","2024-12-02 12:00:00.000","12","Monday","Weekday","49","December","Q4: Oct - Dec","2","182"
"Dublin Central","2024-12-02 13:00:00.000","13","Monday","Weekday","49","December","Q4: Oct - Dec","2","231"
"Dublin Central","2024-12-02 14:00:00.000","14","Monday","Weekday","49","December","Q4: Oct - Dec","2","153"
"Dublin Central","2024-12-02 15:00:00.000","15","Monday","Weekday","49","December","Q4: Oct - Dec","2","156"
"Dublin Central","2024-12-02 16:00:00.000","16","Monday","Weekday","49","December","Q4: Oct - Dec","2","230"
"Dublin Central","2024-12-02 17:00:00.000","17","Monday","Weekday","49","December","Q4: Oct - Dec","2","260"
"Dublin Central","2024-12-02 18:00:00.000","18","Monday","Weekday","49","December","Q4: Oct - Dec","2","240"
"Dublin Central","2024-12-02 19:00:00.000","19","Monday","Weekday","49","December","Q4: Oct - Dec","2","155"
"Dublin Central","2024-12-02 20:00:00.000","20","Monday","Weekday","49","December","Q4: Oct - Dec","2","99"
"Dublin Central","2024-12-02 21:00:00.000","21","Monday","Weekday","49","December","Q4: Oct - Dec","2","93"
"Dublin Central","2024-12-02 22:00:00.000","22","Monday","Weekday","49","December","Q4: Oct - Dec","2","64"
"Dublin Central","2024-12-02 23:00:00.000","23","Monday","Weekday","49","December","Q4: Oct - Dec","2","68"
"Dublin Central","2024-12-03 00:00:00.000","0","Tuesday","Weekday","49","December","Q4: Oct - Dec","3","22"
"Dublin Central","2024-12-03 01:00:00.000","1","Tuesday","Weekday","49","December","Q4: Oct - Dec","3","0"
